itemID|demandPrediction|simulationPrice
1055|0|285.76
1056|0|388.68
1057|0|380.8
1058|0|40.91
1059|1|204.4
1060|4|4.16
1061|1|106.19
1062|3|22.65
1063|4|50.67
1064|1|10.13
1065|0|77.59
1066|24|24.11
1067|0|71.9
1068|1|7.05
1069|2|4.06
1070|0|62.38
1071|1|47.26
1072|2|14.72
1073|27|71.94
1074|2|10.26
1075|0|1128.49
1076|0|49.75
1077|0|40.05
1078|0|68.9
1079|6|105.62
1080|100|21.46
1081|0|37.04
1082|0|4.08
1083|2|4.05
1084|0|39.8
1085|2|16.27
1086|0|2.24
1087|3|3.82
1088|0|53.44
1089|0|20.06
1090|5|6.31
1091|0|5.38
1092|0|3.57
1093|0|31.05
1094|0|5.43
1095|1|43.46
1096|1|6.79
1097|0|212.38
1098|0|95.6
1099|1|5.22
1100|38|35.14
1101|2|26.08
1102|0|15.0
1103|0|16.71
1104|0|17.05
1105|1|5.46
1106|52|24.05
1107|1|2.24
1108|0|32.5
1109|29|18.94
1110|0|243.79
1111|0|258.37
1112|0|852.26
1113|0|133.66
1114|9|30.26
1115|14|6.61
1116|23|18.2
1117|2|47.15
1118|2|34.93
1119|0|874.98
1120|2|582.27
1121|4|340.38
1122|0|86.21
1123|0|59.76
1124|0|51.89
1125|0|61.35
1126|107|76.88
1127|54|196.57
1128|46|9.4
1129|75|36.92
1130|18|26.98
1131|0|10.39
1132|25|9.82
1133|0|10.96
1134|26|10.96
1135|32|17.86
1136|26|26.12
1137|0|52.97
1138|0|104.47
1139|0|4.08
1140|2|2.64
1141|1|7.52
1142|0|37.8
1143|0|1.73
1144|5|4.77
1145|165|3.79
1146|0|18.43
1147|0|12.88
1148|0|38.97
1149|0|9.24
1150|0|172.18
1151|20|93.14
1152|0|9.8
1153|2|12.53
1154|4|449.01
1155|14|376.65
1156|0|330.27
1157|4|669.97
1158|0|2960.29
1159|1|7.49
1160|1|18.19
1161|0|1274.73
1162|0|731.55
1163|3|214.23
1164|5|253.84
1165|0|180.22
1166|0|427.82
1167|3|24.04
1168|0|133.61
1169|0|38.24
1170|25|106.64
1171|15|81.36
1172|0|95.15
1173|0|52.99
1174|0|1422.06
1175|0|59.66
1176|4|1537.07
1177|2|191.8
1178|7|5.66
1179|22|1.83
1180|18|29.56
1181|7|20.27
1182|0|1479.06
1183|0|1881.42
1184|0|214.07
1185|0|757.52
1186|0|321.25
1187|0|779.3
1188|0|1559.33
1189|2|20.48
1190|143|7.18
1191|3|21.71
1192|3|98.24
1193|4|24.47
1194|0|139.93
1195|0|4482.35
1196|2|41.49
1197|0|235.39
1198|0|291.72
1199|0|949.11
1200|0|108.25
1201|0|742.58
1202|0|1019.95
1203|0|386.49
1204|0|219.84
1205|0|24.41
1206|0|176.59
1207|8|358.59
1208|0|1585.75
1209|0|91.4
1210|0|54.73
1211|2|227.44
1212|0|853.51
1213|0|140.24
1214|1|247.15
1215|0|69.11
1216|1|48.18
1217|1|400.35
1218|0|33.35
1219|1|70.08
1220|0|3.86
1221|101|61.83
1222|0|5.38
1223|85|28.34
1224|1|3.49
1225|3|15.85
1226|2|7.72
1227|4|4.01
1228|10|35.54
1229|1|42.81
1230|2|13.58
1231|0|13.56
1232|0|8.94
1233|0|14.75
1234|18|113.76
1235|0|40.97
1236|34|8.31
1237|1|2.62
1238|51|16.47
1239|4|21.29
1240|7|14.67
1241|4|2.86
1242|125|22.25
1243|117|23.92
1244|5|12.22
1245|1|37.62
1246|0|38.27
1247|2|12.32
1248|4|8.39
1249|0|30.7
1250|1|4.06
1251|1|14.06
1252|29|5.86
1253|3|62.52
1254|0|31.24
1255|0|9.32
1256|42|36.17
1257|21|35.86
1258|1|27.74
1259|1|45.22
1260|0|137.52
1261|30|17.11
1262|1|63.36
1263|1|71.06
1264|0|738.44
1265|2|1409.85
1266|0|935.7
1267|0|250.87
1268|7|558.1
1269|0|153.83
1270|23|76.22
1271|0|591.14
1272|3|272.69
1273|1|35.67
1274|0|128.69
1275|35|8.99
1276|1|69.95
1277|4|33.56
1278|1|7.01
1279|1|47.45
1280|20|151.53
1281|14|7.11
1282|74|10.93
1283|0|50.26
1284|0|12.55
1285|16|20.95
1286|1|54.57
1287|1|35.3
1288|2|4.75
1289|1|11.63
1290|14|18.56
1291|150|6.81
1292|30|49.17
1293|0|15.38
1294|2|60.94
1295|1|29.3
1296|4|8.54
1297|0|13.32
1298|2|17.26
1299|2|13.75
1300|2|18.18
1301|0|15.64
1302|0|4.52
1303|119|1.83
1304|0|10.83
1305|1|24.62
1306|86|4.73
1307|1|5.66
1308|290|27.15
1309|1|3.42
1310|3|18.36
1311|1|19.01
1312|1|15.94
1313|0|19.39
1314|0|20.5
1315|1|38.59
1316|0|57.64
1317|0|76.09
1318|0|22.25
1319|0|9.82
1320|3|19.49
1321|0|35.42
1322|0|62.8
1323|0|9.42
1324|1|48.39
1325|1|8.49
1326|4|12.14
1327|4|19.0
1328|26|25.65
1329|2|31.44
1330|3|10.75
1331|1|7.82
1332|0|5.88
1333|0|30.27
1334|6|3.65
1335|87|35.98
1336|1|26.04
1337|0|2.89
1338|4|25.61
1339|0|28.55
1340|0|11.21
1341|8|21.69
1342|39|21.64
1343|2|12.22
1344|1|26.33
1345|1|39.8
1346|4|63.71
1347|6|1.1
1348|0|379.42
1349|10|82.92
1350|17|312.31
1351|5|39.03
1352|0|184.73
1353|0|8.12
1354|20|94.2
1355|1|4.74
1356|1|24.89
1357|57|48.85
1358|1|13.75
1359|61|30.8
1360|0|33.7
1361|1|10.81
1362|2|49.0
1363|2|6.29
1364|1|50.06
1365|0|14.72
1366|0|2.67
1367|0|112.49
1368|0|32.3
1369|1|14.88
1370|103|6.19
1371|165|24.42
1372|194|2.22
1373|163|1.47
1374|196|6.98
1375|176|3.31
1376|2|2.62
1377|129|1.47
1378|155|6.96
1379|110|4.57
1380|130|4.57
1381|2|13.75
1382|0|40.91
1383|0|85.87
1384|1|15.01
1385|0|1149.27
1386|1|42.7
1387|0|455.9
1388|1|4723.16
1389|1|1699.32
1390|0|49.75
1391|0|240.05
1392|1|6.35
1393|0|46.48
1394|0|79.91
1395|26|45.02
1396|3|14.2
1397|40|79.88
1398|1|134.67
1399|15|22.66
1400|42|102.23
1401|0|346.18
1402|0|101.89
1403|5|241.68
1404|1|52.88
1405|2|16.83
1406|60|83.24
1407|99|55.85
1408|0|217.39
1409|0|789.6
1410|0|44.51
1411|9|265.89
1412|2|14.35
1413|0|88.05
1414|0|29.72
1415|0|30.43
1416|0|141.55
1417|0|196.94
1418|0|75.03
1419|0|73.14
1420|1|1361.2
1421|0|5586.55
1422|0|207.23
1423|10|478.88
1424|1|1087.52
1425|0|73.83
1426|308|74.34
1427|106|100.92
1428|220|42.71
1429|204|7.58
1430|82|14.19
1431|10|89.6
1432|2|21.71
1433|0|244.01
1434|1|76.07
1435|0|14.28
1436|0|150.96
1437|0|491.27
1438|0|1818.17
1439|0|1036.76
1440|0|126.57
1441|0|2820.81
1442|0|371.09
1443|82|39.79
1444|81|19.18
1445|22|38.9
1446|45|10.6
1447|2|14.9
1448|3|9.82
1449|105|38.9
1450|67|12.59
1451|1|9.8
1452|32|31.8
1453|5|2.94
1454|2|1.61
1455|1|59.45
1456|44|14.03
1457|24|188.95
1458|0|978.81
1459|0|395.86
1460|0|753.21
1461|0|1101.04
1462|0|420.09
1463|0|1258.45
1464|0|161.92
1465|0|642.24
1466|0|2115.02
1467|0|271.92
1468|0|213.32
1469|0|32.9
1470|0|392.58
1471|16|214.46
1472|0|452.86
1473|1|87.28
1474|0|204.47
1475|3|10.91
1476|0|64.71
1477|0|4.6
1478|0|6.48
1479|0|12.02
1480|1|26.51
1481|2|25.8
1482|1|94.98
1483|0|24.39
1484|0|8.06
1485|0|24.05
1486|1|39.24
1487|1|93.35
1488|0|214.42
1489|0|372.22
1490|2|58.12
1491|0|182.6
1492|1|15.91
1493|28|76.09
1494|0|115.55
1495|1|26.3
1496|0|34.71
1497|8|75.97
1498|22|84.51
1499|0|59.81
1500|35|110.11
1501|0|89.85
1502|3|74.26
1503|105|49.29
1504|2|14.02
1505|0|6.48
1506|34|33.53
1507|109|3.47
1508|5|10.26
1509|64|6.82
1510|4|9.43
1511|1|6.3
1512|75|11.59
1513|1|14.71
1514|2|57.51
1515|0|2.26
1516|2|5.57
1517|2|1450.44
1518|0|818.45
1519|0|474.92
1520|1|30.49
1521|0|537.97
1522|0|235.86
1523|0|34.48
1524|0|603.02
1525|3|27.6
1526|0|100.65
1527|1|20.09
1528|2|187.54
1529|0|18.26
1530|5|439.94
1531|0|201.58
1532|0|122.95
1533|2|7.58
1534|4|47.77
1535|24|24.24
1536|3|346.24
1537|1|95.66
1538|0|22.83
1539|0|24.47
1540|0|10.22
1541|193|7.85
1542|122|12.28
1543|152|7.12
1544|3|21.08
1545|94|60.03
1546|0|45.84
1547|0|24.89
1548|0|80.72
1549|190|9.51
1550|114|30.7
1551|3|2.51
1552|106|38.87
1553|0|29.11
1554|1|19.83
1555|1|14.92
1556|2|3.49
1557|2|4.71
1558|1|19.07
1559|64|12.99
1560|86|7.88
1561|0|69.56
1562|31|14.45
1563|6|777.91
1564|3|13.71
1565|0|138.39
1566|2|10.78
1567|36|10.34
1568|36|57.57
1569|1|34.27
1570|2|150.67
1571|5|9.09
1572|26|158.5
1573|0|108.37
1574|33|57.4
1575|31|5.07
1576|70|8.32
1577|1|5.29
1578|42|55.44
1579|2|28.13
1580|0|53.02
1581|0|72.0
1582|0|97.66
1583|1|37.44
1584|68|86.69
1585|1|264.3
1586|44|102.21
1587|54|136.52
1588|156|5.23
1589|66|13.1
1590|78|11.75
1591|93|61.3
1592|158|2.22
1593|100|86.15
1594|0|29.11
1595|0|54.53
1596|125|47.66
1597|34|90.38
1598|0|29.4
1599|0|49.13
1600|0|10.71
1601|0|52.06
1602|0|54.89
1603|0|41.37
1604|5|48.18
1605|116|32.73
1606|97|11.67
1607|45|20.83
1608|85|24.11
1609|47|34.6
1610|70|25.15
1611|93|2.73
1612|117|3.06
1613|38|202.63
1614|77|436.3
1615|25|83.96
1616|27|341.87
1617|6|1016.99
1618|0|47.43
1619|24|74.76
1620|58|66.53
1621|262|22.19
1622|0|3110.55
1623|0|1560.55
1624|0|464.95
1625|0|14.88
1626|102|8.79
1627|123|1.98
1628|2|39.15
1629|105|3.91
1630|0|25.63
1631|16|61.71
1632|14|127.7
1633|12|221.98
1634|12|848.26
1635|84|241.09
1636|0|31.83
1637|85|4.6
1638|4|6.23
1639|53|195.95
1640|81|22.0
1641|0|50.67
1642|2|15.91
1643|0|5.98
1644|0|24.51
1645|0|92.22
1646|0|15.32
1647|0|163.18
1648|0|247.43
1649|0|19.8
1650|0|145.86
1651|0|67.59
1652|0|45.24
1653|0|61.13
1654|0|27.4
1655|0|17.51
